Season,TeamName,Tempo,RankTempo,AdjTempo,RankAdjTempo,OE,RankOE,AdjOE,RankAdjOE,DE,RankDE,AdjDE,RankAdjDE,AdjEM,RankAdjEM
2014,"Cal St. Northridge",68.4995,82,67.4589,54,107.118,114,106.327,151,109.708,282,111.43,287,-5.10344,223
2014,California,66.5074,169,64.6084,178,107.805,95,111.708,63,103.013,120,99.7039,74,12.0043,60
2014,Campbell,63.821,295,61.9402,303,102.714,215,98.4646,285,113.218,331,115.883,334,-17.4185,327
2014,Canisius,68.2976,95,65.3451,140,112.61,32,112.474,53,107.864,249,108.33,233,4.14404,124
2014,"Central Arkansas",73.1568,8,70.6665,8,96.9348,306,95.2754,319,111.187,317,113.093,319,-17.8172,329
2014,"Central Connecticut",70.5276,29,68.4336,32,98.5043,285,97.4289,299,108.12,255,111.08,277,-13.6514,305
2014,"Central Michigan",65.1321,244,63.6865,228,105.195,162,106.259,155,114.587,339,117.685,343,-11.4258,286
2014,"Charleston Southern",68.25,99,65.6679,121,109.297,71,106.113,158,108.523,265,110.997,275,-4.88318,220
2014,Charlotte,69.7224,45,67.537,49,101.776,234,102.669,221,101.661,100,103.205,136,-0.535403,171
2014,Chattanooga,69.2374,56,66.7521,74,103.608,197,100.578,253,106.789,224,110.061,264,-9.48243,279
2014,"Chicago St.",69.1767,61,67.7918,44,97.7904,291,98.1424,291,109.441,273,109.407,255,-11.2646,284
2014,Cincinnati,63.5805,306,61.0814,328,107.006,120,109.653,98,92.2298,9,90.4179,9,19.2354,27
2014,Clemson,59.8984,349,58.6959,348,103.904,189,107.064,136,95.8058,19,93.7177,17,13.3464,51
2014,"Cleveland St.",64.6602,265,62.4196,287,109.453,65,110.625,80,101.816,102,101.958,111,8.66665,85
2014,"Coastal Carolina",68.1597,102,65.6026,125,101.986,229,98.1892,290,100.305,74,103.173,133,-4.98357,221
2014,Colgate,62.7436,329,62.4417,285,108.868,75,108.465,117,106.351,214,109.744,261,-1.27941,184
2014,"College of Charleston",62.2516,338,60.7092,333,99.2078,277,98.0695,292,99.9945,71,100.897,97,-2.8274,200
2014,Colorado,67.0754,144,64.8054,167,103.015,209,107.673,129,100.882,89,96.4704,42,11.2023,67
2014,"Colorado St.",65.3379,234,64.9429,161,109.349,69,110.517,84,107.318,238,107.008,212,3.50911,128
